state,county,month,maskdays,days,maskcoverage
CA,Santa Barbara County,202106,30,30,1
CA,Santa Barbara County,202107,31,31,1
CA,Santa Barbara County,202108,15,15,1
CA,Santa Clara County,202004,0,21,0
CA,Santa Clara County,202005,0,31,0
CA,Santa Clara County,202006,13,30,0.43
CA,Santa Clara County,202007,31,31,1
CA,Santa Clara County,202008,31,31,1
CA,Santa Clara County,202009,30,30,1
CA,Santa Clara County,202010,31,31,1
CA,Santa Clara County,202011,30,30,1
CA,Santa Clara County,202012,31,31,1
CA,Santa Clara County,202101,31,31,1
CA,Santa Clara County,202102,28,28,1
CA,Santa Clara County,202103,31,31,1
CA,Santa Clara County,202104,30,30,1
CA,Santa Clara County,202105,31,31,1
CA,Santa Clara County,202106,30,30,1
CA,Santa Clara County,202107,31,31,1
CA,Santa Clara County,202108,15,15,1
AZ,Santa Cruz County,202004,0,21,0
AZ,Santa Cruz County,202005,0,31,0
AZ,Santa Cruz County,202006,0,30,0
AZ,Santa Cruz County,202007,0,31,0
AZ,Santa Cruz County,202008,0,31,0
AZ,Santa Cruz County,202009,0,30,0
AZ,Santa Cruz County,202010,0,31,0
AZ,Santa Cruz County,202011,0,30,0
AZ,Santa Cruz County,202012,0,31,0
CA,Santa Cruz County,202005,0,31,0
CA,Santa Cruz County,202004,0,21,0
CA,Santa Cruz County,202006,13,30,0.43
CA,Santa Cruz County,202007,31,31,1
CA,Santa Cruz County,202008,31,31,1
CA,Santa Cruz County,202009,30,30,1
CA,Santa Cruz County,202010,31,31,1
CA,Santa Cruz County,202011,30,30,1
CA,Santa Cruz County,202012,31,31,1
AZ,Santa Cruz County,202101,0,31,0
AZ,Santa Cruz County,202102,0,28,0
AZ,Santa Cruz County,202103,0,31,0
AZ,Santa Cruz County,202104,0,30,0
AZ,Santa Cruz County,202105,0,31,0
AZ,Santa Cruz County,202106,0,30,0
AZ,Santa Cruz County,202107,0,31,0
AZ,Santa Cruz County,202108,0,15,0
CA,Santa Cruz County,202101,31,31,1
CA,Santa Cruz County,202102,28,28,1
CA,Santa Cruz County,202103,31,31,1
CA,Santa Cruz County,202104,30,30,1
CA,Santa Cruz County,202105,31,31,1
CA,Santa Cruz County,202106,30,30,1
CA,Santa Cruz County,202107,31,31,1
CA,Santa Cruz County,202108,15,15,1
NM,Santa Fe County,202004,0,21,0
NM,Santa Fe County,202005,17,31,0.55
NM,Santa Fe County,202006,30,30,1
NM,Santa Fe County,202007,31,31,1
NM,Santa Fe County,202008,31,31,1
NM,Santa Fe County,202009,30,30,1
NM,Santa Fe County,202010,31,31,1
NM,Santa Fe County,202011,30,30,1
NM,Santa Fe County,202012,31,31,1
NM,Santa Fe County,202101,31,31,1
NM,Santa Fe County,202102,28,28,1
NM,Santa Fe County,202103,31,31,1
NM,Santa Fe County,202104,30,30,1
NM,Santa Fe County,202105,31,31,1
NM,Santa Fe County,202106,30,30,1
NM,Santa Fe County,202107,31,31,1
NM,Santa Fe County,202108,15,15,1
PR,Santa Isabel Municipio,202004,18,21,0.86
PR,Santa Isabel Municipio,202005,31,31,1
PR,Santa Isabel Municipio,202006,30,30,1
PR,Santa Isabel Municipio,202007,31,31,1
PR,Santa Isabel Municipio,202008,31,31,1
PR,Santa Isabel Municipio,202009,30,30,1
PR,Santa Isabel Municipio,202010,31,31,1
PR,Santa Isabel Municipio,202011,30,30,1
PR,Santa Isabel Municipio,202012,31,31,1
PR,Santa Isabel Municipio,202101,31,31,1
PR,Santa Isabel Municipio,202102,28,28,1
PR,Santa Isabel Municipio,202103,31,31,1
PR,Santa Isabel Municipio,202104,30,30,1
PR,Santa Isabel Municipio,202105,31,31,1
PR,Santa Isabel Municipio,202106,30,30,1
PR,Santa Isabel Municipio,202107,31,31,1
PR,Santa Isabel Municipio,202108,15,15,1
FL,Santa Rosa County,202004,0,21,0
FL,Santa Rosa County,202005,0,31,0
FL,Santa Rosa County,202006,0,30,0
FL,Santa Rosa County,202007,0,31,0
FL,Santa Rosa County,202008,0,31,0
FL,Santa Rosa County,202009,0,30,0
FL,Santa Rosa County,202010,0,31,0
FL,Santa Rosa County,202011,0,30,0
FL,Santa Rosa County,202012,0,31,0
FL,Santa Rosa County,202101,0,31,0
FL,Santa Rosa County,202102,0,28,0
FL,Santa Rosa County,202103,0,31,0
FL,Santa Rosa County,202104,0,30,0
FL,Santa Rosa County,202105,0,31,0
FL,Santa Rosa County,202106,0,30,0
FL,Santa Rosa County,202107,0,31,0
FL,Santa Rosa County,202108,0,15,0
FL,Sarasota County,202004,0,21,0
FL,Sarasota County,202005,0,31,0
FL,Sarasota County,202006,0,30,0
FL,Sarasota County,202007,0,31,0
FL,Sarasota County,202008,0,31,0
FL,Sarasota County,202009,0,30,0
FL,Sarasota County,202010,0,31,0
FL,Sarasota County,202011,0,30,0
FL,Sarasota County,202012,0,31,0
FL,Sarasota County,202101,0,31,0
FL,Sarasota County,202102,0,28,0
FL,Sarasota County,202103,0,31,0
FL,Sarasota County,202104,0,30,0
FL,Sarasota County,202105,0,31,0
FL,Sarasota County,202106,0,30,0
FL,Sarasota County,202107,0,31,0
FL,Sarasota County,202108,0,15,0
NY,Saratoga County,202004,14,21,0.67
NY,Saratoga County,202005,31,31,1
NY,Saratoga County,202006,30,30,1
NY,Saratoga County,202007,31,31,1
NY,Saratoga County,202008,31,31,1
NY,Saratoga County,202009,30,30,1
NY,Saratoga County,202010,31,31,1
NY,Saratoga County,202011,30,30,1
NY,Saratoga County,202012,31,31,1
NY,Saratoga County,202101,31,31,1
NY,Saratoga County,202102,28,28,1
NY,Saratoga County,202103,31,31,1
NY,Saratoga County,202104,30,30,1
NY,Saratoga County,202105,31,31,1
NY,Saratoga County,202106,24,30,0.8
NY,Saratoga County,202107,0,31,0
NY,Saratoga County,202108,0,15,0
ND,Sargent County,202004,0,21,0
ND,Sargent County,202005,0,31,0
ND,Sargent County,202006,0,30,0
ND,Sargent County,202007,0,31,0
ND,Sargent County,202008,0,31,0
ND,Sargent County,202009,0,30,0
ND,Sargent County,202010,0,31,0
ND,Sargent County,202011,17,30,0.57
ND,Sargent County,202012,31,31,1
ND,Sargent County,202101,18,31,0.58
ND,Sargent County,202102,0,28,0
ND,Sargent County,202103,0,31,0
ND,Sargent County,202104,0,30,0
ND,Sargent County,202105,0,31,0
ND,Sargent County,202106,0,30,0
ND,Sargent County,202107,0,31,0
ND,Sargent County,202108,0,15,0
NE,Sarpy County,202005,0,31,0
NE,Sarpy County,202004,0,21,0
NE,Sarpy County,202006,0,30,0
NE,Sarpy County,202007,0,31,0
NE,Sarpy County,202008,0,31,0
NE,Sarpy County,202009,0,30,0
NE,Sarpy County,202010,0,31,0
NE,Sarpy County,202011,0,30,0
NE,Sarpy County,202012,0,31,0
NE,Sarpy County,202101,0,31,0
NE,Sarpy County,202102,0,28,0
NE,Sarpy County,202103,0,31,0
NE,Sarpy County,202104,0,30,0
NE,Sarpy County,202105,0,31,0
NE,Sarpy County,202106,0,30,0
NE,Sarpy County,202107,0,31,0
NE,Sarpy County,202108,0,15,0
WI,Sauk County,202005,0,31,0
WI,Sauk County,202004,0,21,0
WI,Sauk County,202006,0,30,0
WI,Sauk County,202007,0,31,0
WI,Sauk County,202008,31,31,1
WI,Sauk County,202011,30,30,1
WI,Sauk County,202009,30,30,1
WI,Sauk County,202010,31,31,1
WI,Sauk County,202012,31,31,1
WI,Sauk County,202101,31,31,1
WI,Sauk County,202102,28,28,1
WI,Sauk County,202103,30,31,0.97
WI,Sauk County,202104,0,30,0
WI,Sauk County,202105,0,31,0
WI,Sauk County,202106,0,30,0
WI,Sauk County,202107,0,31,0
WI,Sauk County,202108,0,15,0
NE,Saunders County,202004,0,21,0
NE,Saunders County,202005,0,31,0
NE,Saunders County,202006,0,30,0
NE,Saunders County,202007,0,31,0
NE,Saunders County,202008,0,31,0
NE,Saunders County,202009,0,30,0
NE,Saunders County,202010,0,31,0
NE,Saunders County,202011,0,30,0
NE,Saunders County,202012,0,31,0
NE,Saunders County,202101,0,31,0
NE,Saunders County,202102,0,28,0
NE,Saunders County,202103,0,31,0
NE,Saunders County,202104,0,30,0
NE,Saunders County,202105,0,31,0
NE,Saunders County,202106,0,30,0
NE,Saunders County,202107,0,31,0
NE,Saunders County,202108,0,15,0
WI,Sawyer County,202004,0,21,0
WI,Sawyer County,202005,0,31,0
WI,Sawyer County,202006,0,30,0
WI,Sawyer County,202007,0,31,0
WI,Sawyer County,202008,31,31,1
WI,Sawyer County,202009,30,30,1
WI,Sawyer County,202012,31,31,1
WI,Sawyer County,202010,31,31,1
WI,Sawyer County,202011,30,30,1
WI,Sawyer County,202101,31,31,1
WI,Sawyer County,202102,28,28,1
WI,Sawyer County,202103,30,31,0.97
WI,Sawyer County,202104,0,30,0
WI,Sawyer County,202105,0,31,0
WI,Sawyer County,202106,0,30,0
WI,Sawyer County,202107,0,31,0
WI,Sawyer County,202108,0,15,0
NY,Schenectady County,202004,14,21,0.67
NY,Schenectady County,202005,31,31,1
NY,Schenectady County,202006,30,30,1
NY,Schenectady County,202007,31,31,1
NY,Schenectady County,202008,31,31,1
NY,Schenectady County,202009,30,30,1
NY,Schenectady County,202010,31,31,1
NY,Schenectady County,202011,30,30,1
NY,Schenectady County,202012,31,31,1
NY,Schenectady County,202101,31,31,1
NY,Schenectady County,202102,28,28,1
NY,Schenectady County,202103,31,31,1
NY,Schenectady County,202104,30,30,1
NY,Schenectady County,202105,31,31,1
NY,Schenectady County,202106,24,30,0.8
NY,Schenectady County,202107,0,31,0
NY,Schenectady County,202108,0,15,0
TX,Schleicher County,202006,0,30,0
TX,Schleicher County,202004,0,21,0
TX,Schleicher County,202005,0,31,0
TX,Schleicher County,202007,29,31,0.94
TX,Schleicher County,202008,31,31,1
TX,Schleicher County,202009,30,30,1
TX,Schleicher County,202010,31,31,1
TX,Schleicher County,202011,30,30,1
TX,Schleicher County,202012,31,31,1
TX,Schleicher County,202101,31,31,1
TX,Schleicher County,202102,28,28,1
TX,Schleicher County,202103,9,31,0.29
TX,Schleicher County,202104,0,30,0
TX,Schleicher County,202105,0,31,0
TX,Schleicher County,202106,0,30,0
TX,Schleicher County,202107,0,31,0
TX,Schleicher County,202108,0,15,0
GA,Schley County,202004,0,21,0
GA,Schley County,202005,0,31,0
GA,Schley County,202006,0,30,0
GA,Schley County,202007,0,31,0
GA,Schley County,202008,0,31,0
GA,Schley County,202009,0,30,0
GA,Schley County,202010,0,31,0
GA,Schley County,202011,0,30,0
GA,Schley County,202012,0,31,0
GA,Schley County,202101,0,31,0
GA,Schley County,202102,0,28,0
GA,Schley County,202103,0,31,0
GA,Schley County,202104,0,30,0
GA,Schley County,202105,0,31,0
GA,Schley County,202106,0,30,0
GA,Schley County,202107,0,31,0
GA,Schley County,202108,0,15,0
NY,Schoharie County,202004,14,21,0.67
NY,Schoharie County,202005,31,31,1
NY,Schoharie County,202006,30,30,1
NY,Schoharie County,202007,31,31,1
NY,Schoharie County,202008,31,31,1
NY,Schoharie County,202009,30,30,1
NY,Schoharie County,202010,31,31,1
NY,Schoharie County,202011,30,30,1
NY,Schoharie County,202012,31,31,1
NY,Schoharie County,202101,31,31,1
NY,Schoharie County,202102,28,28,1
NY,Schoharie County,202103,31,31,1
NY,Schoharie County,202104,30,30,1
NY,Schoharie County,202105,31,31,1
NY,Schoharie County,202106,24,30,0.8
NY,Schoharie County,202107,0,31,0
NY,Schoharie County,202108,0,15,0
MI,Schoolcraft County,202004,5,21,0.24
MI,Schoolcraft County,202005,31,31,1
MI,Schoolcraft County,202006,30,30,1
MI,Schoolcraft County,202007,31,31,1
MI,Schoolcraft County,202008,31,31,1
MI,Schoolcraft County,202009,30,30,1
MI,Schoolcraft County,202010,28,31,0.9
MI,Schoolcraft County,202011,30,30,1
MI,Schoolcraft County,202012,31,31,1
MI,Schoolcraft County,202101,31,31,1
MI,Schoolcraft County,202102,28,28,1
MI,Schoolcraft County,202103,31,31,1
MI,Schoolcraft County,202104,30,30,1
MI,Schoolcraft County,202105,31,31,1
MI,Schoolcraft County,202106,21,30,0.7
MI,Schoolcraft County,202107,0,31,0
MI,Schoolcraft County,202108,0,15,0
IL,Schuyler County,202004,0,21,0
IL,Schuyler County,202005,31,31,1
IL,Schuyler County,202006,30,30,1
IL,Schuyler County,202007,31,31,1
IL,Schuyler County,202008,31,31,1
IL,Schuyler County,202009,30,30,1
IL,Schuyler County,202010,31,31,1
IL,Schuyler County,202011,30,30,1
IL,Schuyler County,202012,31,31,1
MO,Schuyler County,202004,0,21,0
MO,Schuyler County,202005,0,31,0
MO,Schuyler County,202006,0,30,0
MO,Schuyler County,202007,0,31,0
MO,Schuyler County,202008,0,31,0
MO,Schuyler County,202009,0,30,0
MO,Schuyler County,202010,0,31,0
MO,Schuyler County,202011,0,30,0
MO,Schuyler County,202012,0,31,0
NY,Schuyler County,202004,14,21,0.67
NY,Schuyler County,202005,31,31,1
NY,Schuyler County,202006,30,30,1
NY,Schuyler County,202007,31,31,1
NY,Schuyler County,202008,31,31,1
NY,Schuyler County,202009,30,30,1
NY,Schuyler County,202010,31,31,1
NY,Schuyler County,202011,30,30,1
NY,Schuyler County,202012,31,31,1
IL,Schuyler County,202101,31,31,1
IL,Schuyler County,202102,28,28,1
IL,Schuyler County,202103,31,31,1
IL,Schuyler County,202104,30,30,1
IL,Schuyler County,202105,31,31,1
IL,Schuyler County,202106,10,30,0.33
IL,Schuyler County,202107,0,31,0
IL,Schuyler County,202108,0,15,0
MO,Schuyler County,202101,0,31,0
MO,Schuyler County,202102,0,28,0
MO,Schuyler County,202103,0,31,0
MO,Schuyler County,202104,0,30,0
MO,Schuyler County,202105,0,31,0
MO,Schuyler County,202106,0,30,0
MO,Schuyler County,202107,0,31,0
MO,Schuyler County,202108,0,15,0
NY,Schuyler County,202101,31,31,1
NY,Schuyler County,202102,28,28,1
NY,Schuyler County,202103,31,31,1
NY,Schuyler County,202104,30,30,1
NY,Schuyler County,202105,31,31,1
NY,Schuyler County,202106,24,30,0.8
NY,Schuyler County,202107,0,31,0
NY,Schuyler County,202108,0,15,0
PA,Schuylkill County,202004,12,21,0.57
PA,Schuylkill County,202005,31,31,1
PA,Schuylkill County,202006,30,30,1
PA,Schuylkill County,202007,31,31,1
PA,Schuylkill County,202008,31,31,1
PA,Schuylkill County,202009,30,30,1
PA,Schuylkill County,202010,31,31,1
PA,Schuylkill County,202011,30,30,1
PA,Schuylkill County,202012,31,31,1
PA,Schuylkill County,202101,31,31,1
PA,Schuylkill County,202102,28,28,1
PA,Schuylkill County,202103,31,31,1
PA,Schuylkill County,202104,30,30,1
PA,Schuylkill County,202105,31,31,1
PA,Schuylkill County,202106,27,30,0.9
PA,Schuylkill County,202107,0,31,0
PA,Schuylkill County,202108,0,15,0
OH,Scioto County,202006,0,30,0
OH,Scioto County,202004,0,21,0
OH,Scioto County,202005,0,31,0
OH,Scioto County,202007,15,31,0.48
OH,Scioto County,202008,31,31,1
OH,Scioto County,202009,30,30,1
OH,Scioto County,202010,31,31,1
OH,Scioto County,202011,30,30,1
OH,Scioto County,202012,31,31,1
OH,Scioto County,202101,31,31,1
OH,Scioto County,202102,28,28,1
OH,Scioto County,202103,31,31,1
OH,Scioto County,202104,30,30,1
OH,Scioto County,202105,31,31,1
OH,Scioto County,202106,1,30,0.03
OH,Scioto County,202107,0,31,0
OH,Scioto County,202108,0,15,0
MO,Scotland County,202004,0,21,0
MO,Scotland County,202005,0,31,0
MO,Scotland County,202006,0,30,0
MO,Scotland County,202007,0,31,0
MO,Scotland County,202008,0,31,0
MO,Scotland County,202009,0,30,0
MO,Scotland County,202010,0,31,0
MO,Scotland County,202011,0,30,0
MO,Scotland County,202012,0,31,0
NC,Scotland County,202005,0,31,0
NC,Scotland County,202004,0,21,0
NC,Scotland County,202006,5,30,0.17
NC,Scotland County,202007,31,31,1
NC,Scotland County,202008,31,31,1
NC,Scotland County,202009,30,30,1
NC,Scotland County,202010,31,31,1
NC,Scotland County,202011,30,30,1
NC,Scotland County,202012,31,31,1
MO,Scotland County,202101,0,31,0
MO,Scotland County,202102,0,28,0
MO,Scotland County,202103,0,31,0
MO,Scotland County,202104,0,30,0
MO,Scotland County,202105,0,31,0
MO,Scotland County,202106,0,30,0
MO,Scotland County,202107,0,31,0
MO,Scotland County,202108,0,15,0
NC,Scotland County,202101,31,31,1
NC,Scotland County,202102,28,28,1
NC,Scotland County,202103,31,31,1
NC,Scotland County,202104,30,30,1
NC,Scotland County,202105,13,31,0.42
NC,Scotland County,202106,0,30,0
NC,Scotland County,202107,0,31,0
NC,Scotland County,202108,0,15,0
AR,Scott County,202006,0,30,0
AR,Scott County,202004,0,21,0
AR,Scott County,202005,0,31,0
AR,Scott County,202007,12,31,0.39
AR,Scott County,202008,31,31,1
AR,Scott County,202009,30,30,1
AR,Scott County,202010,31,31,1
AR,Scott County,202011,30,30,1
AR,Scott County,202012,31,31,1
IL,Scott County,202004,0,21,0
IL,Scott County,202005,31,31,1
IL,Scott County,202006,30,30,1
IL,Scott County,202007,31,31,1
IL,Scott County,202008,31,31,1
IL,Scott County,202009,30,30,1
IL,Scott County,202010,31,31,1
IL,Scott County,202011,30,30,1
IL,Scott County,202012,31,31,1
IN,Scott County,202005,0,31,0
IN,Scott County,202004,0,21,0
IN,Scott County,202006,0,30,0
IN,Scott County,202007,5,31,0.16
IN,Scott County,202008,31,31,1
IN,Scott County,202009,30,30,1
IN,Scott County,202010,31,31,1
IN,Scott County,202011,30,30,1
IN,Scott County,202012,31,31,1
IA,Scott County,202006,0,30,0
IA,Scott County,202004,0,21,0
IA,Scott County,202005,0,31,0
IA,Scott County,202007,0,31,0
IA,Scott County,202008,0,31,0
IA,Scott County,202009,0,30,0
IA,Scott County,202010,0,31,0
IA,Scott County,202011,14,30,0.47
IA,Scott County,202012,31,31,1
KS,Scott County,202006,0,30,0
KS,Scott County,202004,0,21,0
KS,Scott County,202005,0,31,0
KS,Scott County,202007,29,31,0.94
KS,Scott County,202008,31,31,1
KS,Scott County,202009,30,30,1
KS,Scott County,202010,31,31,1
KS,Scott County,202011,30,30,1
KS,Scott County,202012,31,31,1
KY,Scott County,202005,0,31,0
KY,Scott County,202004,0,21,0
KY,Scott County,202006,0,30,0
KY,Scott County,202007,22,31,0.71
KY,Scott County,202008,31,31,1
KY,Scott County,202009,30,30,1
KY,Scott County,202010,31,31,1
KY,Scott County,202011,30,30,1
KY,Scott County,202012,31,31,1
MN,Scott County,202004,0,21,0
MN,Scott County,202005,0,31,0
MN,Scott County,202006,0,30,0
MN,Scott County,202007,8,31,0.26
MN,Scott County,202008,31,31,1
MN,Scott County,202009,30,30,1
MN,Scott County,202010,31,31,1
MN,Scott County,202011,30,30,1
MN,Scott County,202012,31,31,1
MS,Scott County,202005,0,31,0
MS,Scott County,202004,0,21,0
MS,Scott County,202006,0,30,0
MS,Scott County,202007,0,31,0
MS,Scott County,202008,27,31,0.87
MS,Scott County,202011,0,30,0
MS,Scott County,202009,29,30,0.97
MS,Scott County,202010,0,31,0
MS,Scott County,202012,30,31,0.97
MO,Scott County,202004,0,21,0
MO,Scott County,202005,0,31,0
MO,Scott County,202006,0,30,0
MO,Scott County,202007,0,31,0
MO,Scott County,202008,0,31,0
MO,Scott County,202009,0,30,0
MO,Scott County,202010,0,31,0
MO,Scott County,202011,0,30,0
MO,Scott County,202012,0,31,0
TN,Scott County,202004,0,21,0
TN,Scott County,202005,0,31,0
TN,Scott County,202006,0,30,0
TN,Scott County,202007,0,31,0
TN,Scott County,202008,0,31,0
TN,Scott County,202009,0,30,0
TN,Scott County,202010,0,31,0
TN,Scott County,202011,0,30,0
TN,Scott County,202012,0,31,0
VA,Scott County,202005,3,31,0.1
VA,Scott County,202004,0,21,0
VA,Scott County,202006,30,30,1
VA,Scott County,202007,31,31,1
VA,Scott County,202008,31,31,1
VA,Scott County,202009,30,30,1
VA,Scott County,202010,31,31,1
VA,Scott County,202011,30,30,1
VA,Scott County,202012,31,31,1
AR,Scott County,202101,31,31,1
AR,Scott County,202102,28,28,1
AR,Scott County,202103,30,31,0.97
AR,Scott County,202104,0,30,0
AR,Scott County,202105,0,31,0
AR,Scott County,202106,0,30,0
AR,Scott County,202107,0,31,0
AR,Scott County,202108,0,15,0
IL,Scott County,202101,31,31,1
IL,Scott County,202102,28,28,1
IL,Scott County,202103,31,31,1
IL,Scott County,202104,30,30,1
IL,Scott County,202105,31,31,1
IL,Scott County,202106,10,30,0.33
IL,Scott County,202107,0,31,0
IL,Scott County,202108,0,15,0
IN,Scott County,202101,31,31,1
IN,Scott County,202102,28,28,1
IN,Scott County,202103,31,31,1
IN,Scott County,202104,5,30,0.17
IN,Scott County,202105,0,31,0
IN,Scott County,202106,0,30,0
IN,Scott County,202107,0,31,0
IN,Scott County,202108,0,15,0
IA,Scott County,202101,31,31,1
IA,Scott County,202102,6,28,0.21
IA,Scott County,202103,0,31,0
IA,Scott County,202104,0,30,0
IA,Scott County,202105,0,31,0
IA,Scott County,202106,0,30,0
IA,Scott County,202107,0,31,0
IA,Scott County,202108,0,15,0
KS,Scott County,202101,31,31,1
KS,Scott County,202102,28,28,1
KS,Scott County,202103,30,31,0.97
KS,Scott County,202104,0,30,0
KS,Scott County,202105,0,31,0
KS,Scott County,202106,0,30,0
KS,Scott County,202107,0,31,0
KS,Scott County,202108,0,15,0
KY,Scott County,202101,31,31,1
KY,Scott County,202102,28,28,1
KY,Scott County,202103,31,31,1
KY,Scott County,202104,30,30,1
KY,Scott County,202105,31,31,1
KY,Scott County,202106,10,30,0.33
KY,Scott County,202107,0,31,0
KY,Scott County,202108,0,15,0
MN,Scott County,202101,31,31,1
MN,Scott County,202102,28,28,1
MN,Scott County,202103,31,31,1
MN,Scott County,202104,30,30,1
MN,Scott County,202105,13,31,0.42
MN,Scott County,202106,0,30,0
MN,Scott County,202107,0,31,0
MN,Scott County,202108,0,15,0
MS,Scott County,202101,31,31,1
MS,Scott County,202102,28,28,1
MS,Scott County,202103,2,31,0.06
MS,Scott County,202104,0,30,0
MS,Scott County,202105,0,31,0
MS,Scott County,202106,0,30,0
MS,Scott County,202107,0,31,0
MS,Scott County,202108,0,15,0
MO,Scott County,202101,0,31,0
MO,Scott County,202102,0,28,0
MO,Scott County,202103,0,31,0
MO,Scott County,202104,0,30,0
MO,Scott County,202105,0,31,0
MO,Scott County,202106,0,30,0
MO,Scott County,202107,0,31,0
MO,Scott County,202108,0,15,0
TN,Scott County,202101,0,31,0
TN,Scott County,202102,0,28,0
TN,Scott County,202103,0,31,0
TN,Scott County,202104,0,30,0
TN,Scott County,202105,0,31,0
TN,Scott County,202106,0,30,0
TN,Scott County,202107,0,31,0
TN,Scott County,202108,0,15,0
VA,Scott County,202101,31,31,1
VA,Scott County,202102,28,28,1
VA,Scott County,202103,31,31,1
VA,Scott County,202104,30,30,1
VA,Scott County,202105,14,31,0.45
VA,Scott County,202106,0,30,0
VA,Scott County,202107,0,31,0
VA,Scott County,202108,0,15,0
NE,Scotts Bluff County,202005,0,31,0
NE,Scotts Bluff County,202004,0,21,0
NE,Scotts Bluff County,202006,0,30,0
NE,Scotts Bluff County,202007,0,31,0
NE,Scotts Bluff County,202008,0,31,0
NE,Scotts Bluff County,202009,0,30,0
NE,Scotts Bluff County,202010,0,31,0
NE,Scotts Bluff County,202011,0,30,0
NE,Scotts Bluff County,202012,0,31,0
NE,Scotts Bluff County,202101,0,31,0
NE,Scotts Bluff County,202102,0,28,0
NE,Scotts Bluff County,202103,0,31,0
NE,Scotts Bluff County,202104,0,30,0
NE,Scotts Bluff County,202105,0,31,0
NE,Scotts Bluff County,202106,0,30,0
NE,Scotts Bluff County,202107,0,31,0
NE,Scotts Bluff County,202108,0,15,0
GA,Screven County,202004,0,21,0
GA,Screven County,202005,0,31,0
GA,Screven County,202006,0,30,0
GA,Screven County,202007,0,31,0
GA,Screven County,202008,0,31,0
GA,Screven County,202009,0,30,0
GA,Screven County,202010,0,31,0
GA,Screven County,202011,0,30,0
GA,Screven County,202012,0,31,0
GA,Screven County,202101,0,31,0
GA,Screven County,202102,0,28,0
GA,Screven County,202103,0,31,0
GA,Screven County,202104,0,30,0
GA,Screven County,202105,0,31,0
GA,Screven County,202106,0,30,0
GA,Screven County,202107,0,31,0
GA,Screven County,202108,0,15,0
TX,Scurry County,202004,0,21,0
TX,Scurry County,202005,0,31,0
TX,Scurry County,202006,0,30,0
TX,Scurry County,202007,29,31,0.94
TX,Scurry County,202008,31,31,1
TX,Scurry County,202009,30,30,1
TX,Scurry County,202010,31,31,1
TX,Scurry County,202011,30,30,1
TX,Scurry County,202012,31,31,1
TX,Scurry County,202101,31,31,1
TX,Scurry County,202102,28,28,1
TX,Scurry County,202103,9,31,0.29
TX,Scurry County,202104,0,30,0
TX,Scurry County,202105,0,31,0
TX,Scurry County,202106,0,30,0
TX,Scurry County,202107,0,31,0
TX,Scurry County,202108,0,15,0
AR,Searcy County,202005,0,31,0
AR,Searcy County,202004,0,21,0
AR,Searcy County,202006,0,30,0
AR,Searcy County,202007,12,31,0.39
AR,Searcy County,202008,31,31,1
AR,Searcy County,202009,30,30,1
AR,Searcy County,202010,31,31,1
AR,Searcy County,202011,30,30,1
AR,Searcy County,202012,31,31,1
AR,Searcy County,202101,31,31,1
AR,Searcy County,202102,28,28,1
AR,Searcy County,202103,30,31,0.97
AR,Searcy County,202104,0,30,0
AR,Searcy County,202105,0,31,0
AR,Searcy County,202106,0,30,0
AR,Searcy County,202107,0,31,0
AR,Searcy County,202108,0,15,0
AR,Sebastian County,202005,0,31,0
AR,Sebastian County,202004,0,21,0
AR,Sebastian County,202006,0,30,0
AR,Sebastian County,202007,12,31,0.39
AR,Sebastian County,202008,31,31,1
AR,Sebastian County,202009,30,30,1
AR,Sebastian County,202010,31,31,1
AR,Sebastian County,202011,30,30,1
AR,Sebastian County,202012,31,31,1
AR,Sebastian County,202101,31,31,1
AR,Sebastian County,202102,28,28,1
AR,Sebastian County,202103,30,31,0.97
AR,Sebastian County,202104,0,30,0
AR,Sebastian County,202105,0,31,0
AR,Sebastian County,202106,0,30,0
AR,Sebastian County,202107,0,31,0
AR,Sebastian County,202108,0,15,0
CO,Sedgwick County,202006,0,30,0
CO,Sedgwick County,202004,0,21,0
CO,Sedgwick County,202005,0,31,0
CO,Sedgwick County,202007,16,31,0.52
CO,Sedgwick County,202008,31,31,1
CO,Sedgwick County,202009,30,30,1
CO,Sedgwick County,202010,31,31,1
CO,Sedgwick County,202011,30,30,1
CO,Sedgwick County,202012,31,31,1
KS,Sedgwick County,202004,0,21,0
KS,Sedgwick County,202005,0,31,0
KS,Sedgwick County,202006,0,30,0
KS,Sedgwick County,202007,29,31,0.94
KS,Sedgwick County,202008,31,31,1
KS,Sedgwick County,202009,30,30,1
KS,Sedgwick County,202010,31,31,1
KS,Sedgwick County,202011,30,30,1
KS,Sedgwick County,202012,31,31,1
CO,Sedgwick County,202101,31,31,1
CO,Sedgwick County,202102,28,28,1
CO,Sedgwick County,202103,31,31,1
CO,Sedgwick County,202104,2,30,0.07
CO,Sedgwick County,202105,0,31,0
CO,Sedgwick County,202106,0,30,0
CO,Sedgwick County,202107,0,31,0
CO,Sedgwick County,202108,0,15,0
KS,Sedgwick County,202101,31,31,1
KS,Sedgwick County,202102,28,28,1
KS,Sedgwick County,202103,30,31,0.97
KS,Sedgwick County,202104,0,30,0
KS,Sedgwick County,202105,0,31,0
KS,Sedgwick County,202106,0,30,0
KS,Sedgwick County,202107,0,31,0
KS,Sedgwick County,202108,0,15,0
FL,Seminole County,202004,0,21,0
FL,Seminole County,202005,0,31,0
FL,Seminole County,202006,0,30,0
FL,Seminole County,202007,0,31,0
FL,Seminole County,202008,0,31,0
FL,Seminole County,202009,0,30,0
